Project ID,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim/Interconnection Service/Generation Interconnection Agreement,Interim/Interconnection Service/Generation Interconnection Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Submitted Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Commercial Operation Milestone,Actual In Service Date,Attachment Type,Alternate Project,Sliding Project
AG2-454 - moved to TC2,Dequine - Eugene 345 kV,,IN,Fountain,Withdrawn,AEP,300.0,300.0,210.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,4/6/2025,,3/31/2024,,,N,No,
AG2-455 - moved to TC2,Dequine - Sullivan 345 kV,,IN,Fountain,Withdrawn,AEP,280.0,280.0,196.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,4/6/2025,,3/31/2024,,,N,No,
AG2-456 - moved to TC2,Pierce Brook-Lewis Run 230 kV,,PA,McKean,Withdrawn,PENELEC,80.0,80.0,55.8,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/2/2025,,12/31/2029,,,N,No,
AG2-457 - moved to TC2,Pierce Brook - Lewis Run 230 kV,,PA,McKean,Withdrawn,PENELEC,160.0,80.0,55.8,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/2/2025,,12/31/2029,,,N,No,
AG2-458 - moved to TC2,Kittatinny-Newton 34.5 kV II,,NJ,Sussex,Withdrawn,JCPL,19.8,0.0,1.89,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/19/2025,,6/17/2023,,,N,No,
AG2-459 - moved to TC2,Allenwood-Larrabee 34.5 kV II,,NJ,Monmouth,Withdrawn,JCPL,7.0,0.0,0.7,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/17/2025,,3/17/2023,,,N,No,
AG2-460 - moved to TC2,East Flemington-Lebanon 34.5 kV II,,NJ,Hunterdon,Withdrawn,JCPL,20.0,0.0,2.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/19/2025,,1/30/2024,,,N,No,
AG2-461,Lanexa - Dunnsville 230 kV,,VA,New Kent,Withdrawn,Dominion,88.0,88.0,57.3,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/15/2024,,,N,No,
AG2-462 - moved to TC2,Progress Park - Glen Lyn 138 kV,,VA,Wythe,Withdrawn,AEP,150.0,150.0,78.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,6/9/2025,,10/31/2024,,,N,No,
AG2-463,Gold – Tennessee Gas 115 kV II,,PA,Potter,Withdrawn,APS,80.0,80.0,48.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2025,,,N,No,
AG2-464,Feagans Mill - Stonewall 138 kV,,WV,Jefferson,Withdrawn,APS,80.0,80.0,24.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2025,,,N,No,
AG2-465,South Tiffin - West End Fostoria 138 kV,,OH,Seneca,Withdrawn,AEP,79.0,79.0,29.4,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2025,,,N,No,
AG2-466 - moved to TC2,Culloden - Wyoming 765 kV,,WV,,Withdrawn,AEP,330.0,330.0,198.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,Withdrawn,,,,,,,,,,,3/30/2021,,,,7/3/2025,,6/30/2024,,,N,No,
AG2-467 - moved to TC2,Beason 345 kV ,,IL,Logan,Withdrawn,ComEd,115.0,115.0,69.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,7/3/2025,,12/31/2025,,,N,No,
AG2-468,Sedge Hill – Person 230 kV,,VA,Halifax,Withdrawn,Dominion,80.0,80.0,48.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,3/14/2024,,12/31/2025,,,N,No,
AG2-469 - moved to TC2,Westmoreland - Oak Grove 230 kV,,VA,Westmoreland,Withdrawn,Dominion,80.0,80.0,48.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,12/4/2025,,12/31/2030,,,N,No,
AG2-470,Fostoria - Lemoyne 345 kV,,OH,Wood,Withdrawn,AEP,300.0,300.0,180.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2025,,,N,No,
AG2-471,Circleville - Biers Run 138 kV,,OH,Pickaway,Withdrawn,AEP,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2025,,,N,No,
AG2-472,Jennings-Hazelton 138kV,,WV,Preston,Withdrawn,APS,50.0,50.0,30.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2025,,,N,No,
AG2-473,Brody 138 kV,,MI,Cass,Withdrawn,AEP,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2025,,,N,No,
AG2-474,Mottville 138 kV,,MI,St. Joseph,Withdrawn,AEP,150.0,150.0,90.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2025,,,N,No,
AG2-475,Chickahominy - Surry 500 kV,,VA,Charles City,Withdrawn,Dominion,500.0,500.0,200.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/1/2024,,,N,No,
AG2-476 - moved to TC2,Hokes-Grantley 69 kV II,,PA,York,Engineering and Procurement,ME,20.0,0.0,0.1,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,6/1/2028,6/1/2028,,N,No,
AG2-477 - moved to TC2,Hokes-Jackson 69 kV III,,PA,York,Engineering and Procurement,ME,20.0,0.0,0.5,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,6/1/2028,6/1/2028,,N,No,
AG2-478 - moved to TC2,Hokes-Jackson 69 kV IV,,PA,York,Engineering and Procurement,ME,20.0,0.0,0.5,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,9/1/2028,9/1/2028,,N,No,
AG2-479 - moved to TC2,Penns Tap-Richfield Tie 69 kV II,,PA,Snyder,Active,PPL,20.0,0.0,4.1,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-480,Derry Tap-Derry Bus 69 kV II,,PA,Montour,Withdrawn,PPL,20.0,0.0,4.1,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,5/31/2022,,,N,No,
AG2-481 - moved to TC2,Derry Tap-Derry Bus 69 kV III,,PA,Northumberland,Active,PPL,20.0,0.0,4.1,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-482,Bowman's Mill-Scott 69 kV II,,PA,Columbia,Withdrawn,PPL,35.0,0.0,8.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,11/15/2022,,,N,No,
AG2-483,Bowman's Mill Tap-Scott 69 kV III,,PA,Columbia,Withdrawn,PPL,75.0,0.0,2.8,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,11/15/2022,,,N,No,
AG2-484 - moved to TC2,Mifflintown Bus-Mifflintown Tap 69 kV II,,PA,Juniata,Active,PPL,20.0,0.0,4.6,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-485,Columbia-West Bloomsburg 69 kV II,,PA,Columbia,Withdrawn,PPL,20.0,0.0,5.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,11/30/2022,,,N,No,
AG2-486,Bloomsburg-Columbia 69 kV II,,PA,Columbia,Withdrawn,PPL,20.0,0.0,4.1,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/15/2022,,,N,No,
AG2-487 - moved to TC2,Madison - Tanners Creek 138 kV,,IN,Henry,Active,AEP,152.5,0.0,10.6,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-488,Southwest Lima 345 kV,,OH,Allen,Withdrawn,AEP,300.0,0.0,6.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2022,,,N,No,
AG2-489,Haviland – Cavett Switch 69 kV,,OH,Van Wert,Withdrawn,AEP,75.0,0.0,3.5,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2022,,,N,No,
AG2-490,Haviland – Cavett Switch 69 kV ,,OH,Van Wert,Withdrawn,AEP,75.0,0.0,1.7,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2022,,,N,No,
AG2-491 - moved to TC2,Meadow Lake 345 kV,,IN,White,Active,AEP,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-492 - moved to TC2,Meadow Lake 345 kV,,IN,White,Active,AEP,50.0,50.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-493,Phillipsburg Bus II 34.5 kV,,PA,Adams,Withdrawn,PENELEC,5.0,5.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,1/3/2024,,6/21/2022,,,Y,No,
AG2-494,Keewaydin 34.5 kV,,OH,Madison,Withdrawn,PENELEC,5.0,5.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,7/23/2021,,6/21/2022,,,Y,No,
AG2-495,Phillipsburg Bus I 34.5 kV,,PA,Adams,Withdrawn,PENELEC,5.0,5.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,2/9/2022,,,,,Y,No,
AG2-496,Bloom 34.5 kV,,OH,Madison,Withdrawn,PENELEC,5.0,5.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,7/23/2021,,6/21/2022,,,Y,No,
AG2-497,Tangy 138 kV,,OH,Delaware,Withdrawn,ATSI,50.0,50.0,50.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2025,,,N,No,
AG2-498 - moved to TC2,Obetz 138 kV,,OH,Franklin,Withdrawn,AEP,50.0,50.0,50.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,Withdrawn,,,,,,,,,,,3/31/2021,,,,7/3/2025,,12/31/2025,,,N,No,
AG2-499,Bixby 345 kV,,OH,Franklin,Withdrawn,AEP,50.0,50.0,50.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2025,,,N,No,
AG2-500,Townsend 138 kV II,,DE,New Castle,Withdrawn,DPL,50.0,0.0,0.0,,Energy,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,5/31/2024,,,N,No,
AG2-501,Sedge Hill - Mount Laurel 115 kV,,VA,Halifax,Withdrawn,Dominion,51.0,0.0,5.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,5/31/2024,,,N,No,
AG2-502,Sedge Hill - Person 115 kV,,VA,Halifax,Withdrawn,Dominion,70.0,0.0,7.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,5/31/2024,,,N,No,
AG2-503,Adams 138 kV,,OH,Adams,Withdrawn,AEP,49.9,0.0,5.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,5/31/2024,,,N,No,
AG2-504,Delano 138 kV,,OH,Ross,Withdrawn,AEP,49.9,0.0,5.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,5/31/2024,,,N,No,
AG2-505 - moved to TC2,Westvaco - Mt Zion 138 kV,,MD,Garrett,Withdrawn,APS,14.0,14.0,14.0,,Capacity,Generation Interconnection,Hydro,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,12/1/2025,,6/15/2026,,,N,No,
AG2-506,Carson 230 kV,,VA,Dinwiddie,Withdrawn,Dominion,100.0,100.0,40.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/2/2024,,,N,No,
AG2-507,Crewe - Victoria DP 115 kV,,VA,Nottoway,Withdrawn,Dominion,60.0,60.0,36.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/1/2025,,,N,No,
AG2-508,Dry Bread 230 kV,,VA,Greensville,Withdrawn,Dominion,85.0,85.0,51.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/1/2025,,,N,No,
AG2-509 - moved to TC2,Robinson 69 kV,,WV,,Withdrawn,AEP,55.0,55.0,36.3,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,3/4/2025,,6/1/2024,,,N,No,
AG2-510,Double Toll Gate 138 kV,,VA,Clarke,Withdrawn,APS,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,6/28/2023,,12/30/2024,,,N,No,
AG2-511,Double Toll Gate - Millville 138 kV,,VA,Clarke,Withdrawn,APS,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,5/18/2021,,12/30/2024,,,N,No,
AG2-512,Sulphur Creek-Loretto 69 kV,,KY,Marion,Withdrawn,EKPC,17.5,17.5,11.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,7/31/2023,,,N,No,
AG2-513,Hodgenville-Sulphur Creek 69 kV,,KY,Larue,Withdrawn,EKPC,20.0,20.0,12.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,7/31/2023,,,N,No,
AG2-514,Midway 345 kV II,,OH,Henry,Withdrawn,ATSI,150.0,150.0,90.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/13/2024,,10/31/2023,,,N,No,
AG2-515 - moved to TC2,Midway 345 kV III,,OH,Lucas,Withdrawn,ATSI,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,11/28/2025,,7/31/2029,,,N,No,
AG2-516 - moved to TC2,Pecatonica 138kV,,IL,Winnebago,Active,ComEd,120.0,120.0,72.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-517,Cordova Energy Center 345kV ,,IL,Rock Island,Withdrawn,ComEd,120.0,120.0,72.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,10/31/2023,,,N,No,
AG2-518 - moved to TC2,Tech Drive 138 kV,,VA,Montgomery,Active,AEP,80.0,80.0,32.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-519 - moved to TC2,Royerton - Desoto 138 kV,,IN,Delaware,Active,AEP,66.5,66.5,66.5,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-520,Ritchie 69 kV,,MD,Prince George's,Withdrawn,PEPCO,17.0,17.0,10.2,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,3/1/2024,,,N,No,
AG2-521,Fork Union 230 kV,,VA,Fluvanna,Withdrawn,Dominion,85.0,85.0,51.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/10/2024,,3/1/2024,,,N,No,
AG2-522 - moved to TC2,Five Forks DP - Littleton DP 115 kV,,NC,Warren,Active,Dominion,80.0,80.0,48.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-523,Bakers Pond 115 kV,,VA,Prince George,Withdrawn,Dominion,100.0,100.0,100.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,3/31/2022,,,,,N,No,
AG2-524 - moved to TC2,LaSalle Station - Mazon 138  kV,,IL,Grundy,Active,ComEd,110.0,110.0,110.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-525,Bonney Forge 23 kV II,,MI,Cass,Withdrawn,PENELEC,5.0,5.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,7/13/2021,,6/1/2023,,,Y,No,
AG2-526,Oak Grove – Saunders DP 230 kV,,VA,Westmoreland,Withdrawn,Dominion,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2024,,,N,No,
AG2-527 - moved to TC2,Kewanee-Toulon 138 kV ,,IL,Stark,Withdrawn,ComEd,200.0,200.0,26.0,,Capacity,Generation Interconnection,Wind,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,7/3/2025,,12/31/2025,,,N,No,
AG2-528 - moved to TC2,Bustleburg Tap - Fairfield DP 115 kV,,VA,Rockbridge,Withdrawn,Dominion,140.0,140.0,72.8,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,6/6/2025,,10/31/2024,,,N,No,
AG2-529,Harrisonburg - Endless Caverns 230 kV,,VA,Rockingham,Withdrawn,Dominion,150.0,151.734,78.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,10/31/2024,,,N,No,
AG2-530,Mannington Mills - Woodstown 69 kV,,NJ,Salem,Withdrawn,AEC,19.975,19.975,10.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2024,,,N,No,
AG2-531 - moved to TC2,Greystone - West Denville 34.5 kV,,NJ,Morris,Withdrawn,JCPL,20.0,20.0,0.0,,Energy,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,1/31/2025,,7/31/2022,,,N,No,
AG2-532 - moved to TC2,Pohatcong-Newburgh Tap 34.5 kV,,NJ,Warren,Withdrawn,JCPL,20.0,20.0,0.0,,Energy,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,12/4/2025,,12/31/2026,,,N,No,
AG2-533 - moved to TC2,Newburgh-Pohatcong 34.5 kV,,NJ,Warren,Withdrawn,JCPL,20.0,20.0,0.0,,Energy,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,12/4/2025,,12/31/2026,,,N,No,
AG2-534 - moved to TC2,Flanders-Pohatcong Mountain R722 34.5 kV,,NJ,Warren,Withdrawn,JCPL,20.0,20.0,0.0,,Energy,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,12/4/2025,,12/31/2026,,,N,No,
AG2-535 - moved to TC2,Hackettstown-Pohatcong J738-1 34.5 kV II,,NJ,Warren,Withdrawn,JCPL,40.0,20.0,0.0,,Energy,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,12/4/2025,,12/31/2026,,,N,No,
AG2-536,Buckeye - Ringoes 34.5 kV,,NJ,Hunterdon,Withdrawn,JCPL,20.0,20.0,0.0,,Energy,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,8/31/2022,,,N,No,
AG2-537,Ringoes-Copper Hill Solar 34.5 kV,,NJ,Hunterdon,Withdrawn,JCPL,20.0,20.0,0.0,,Energy,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,8/31/2022,,,N,No,
AG2-538 - moved to TC2,Ridgeway - Motion Control 46 kV,,PA,Elk,Withdrawn,APS,20.0,20.0,15.42,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,2/28/2025,,10/15/2022,,,N,No,
AG2-539,Mechanicsburg - Darby 138 kV,,OH,Union,Withdrawn,Dayton,80.0,80.0,48.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,5/14/2025,,,N,No,
AG2-540,Clubhouse - Jarratt 115 kV,,VA,Greensville,Withdrawn,Dominion,80.0,80.0,48.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/10/2024,,6/3/2024,,,N,No,
AG2-541 - moved to TC2,Perth - Crystal Hill 115 kV,,VA,Halifax,Withdrawn,Dominion,65.0,65.0,39.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,12/2/2025,,11/30/2027,,,N,No,
AG2-542 - moved to TC2,North Shenandoah – Merck 115 kV,,VA,Rockingham,Withdrawn,Dominion,70.0,70.0,42.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,3/31/2025,,6/3/2024,,,N,No,
AG2-543,Suffolk - Earleys 230 kV,,VA,City of Suffolk,Withdrawn,Dominion,70.0,70.0,42.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,6/3/2024,,,N,No,
AG2-544 - moved to TC2,Silver Lake 345 kV,,IL,McHenry,Active,ComEd,200.0,200.0,80.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-545 - moved to TC2,Silver Lake 345 kV,,IL,McHenry,Active,ComEd,400.0,400.0,160.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-546,Van Buren - Delaware 138 kV,,IN,Grant,Withdrawn,AEP,150.0,40.0,26.4,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,6/1/2023,,,N,No,
AG2-547,New Liberty - Boutwell 138 kV,,OH,Hancock,Withdrawn,AEP,50.0,50.0,50.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/13/2024,,9/1/2024,,,N,No,
AG2-548 - moved to TC2,Corwin - Elk 138 kV,,OH,Jackson,Active,AEP,80.0,80.0,54.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-549,Rineyville 69 kV,,KY,Hardin,Withdrawn,EKPC,40.0,40.0,26.6667,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2022,,,N,No,
AG2-550 - moved to TC2,Bluff Point - Randolph 138 kV,,IN,Randolph,Active,AEP,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-551 - moved to TC2,Bluff Point - Randolph 138 kV,,IN,Randolph,Active,AEP,150.0,50.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-552,Bullitt County 161 kV,,KY,Bullitt,Withdrawn,EKPC,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,9/1/2024,,,N,No,
AG2-553 - moved to TC2,Bullitt County 161 kV,,KY,Bullitt,Withdrawn,EKPC,50.0,50.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,12/2/2025,,5/31/2029,,,N,No,
AG2-554,East End 46 kV,,PA,Centre,Withdrawn,APS,10.0,10.0,6.2,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,9/7/2023,,12/1/2023,,,N,No,
AG2-555,Clarion 12 kV,,PA,Clarion,Withdrawn,PENELEC,10.0,10.0,6.2,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,9/7/2023,,12/1/2023,,,N,No,
AG2-556,Sullivan - Dequine 345 kV,,IN,Vigo,Withdrawn,AEP,339.1,339.1,253.387,,Capacity,Generation Interconnection,Other,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,3/2/2023,,1/1/2024,,,N,No,
AG2-557,Spring Mills - Millheim 46 kV,,PA,Centre,Withdrawn,APS,19.9,19.9,11.9,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,4/1/2023,,,N,No,
