ProjectID,Cycle,State,Status,ProjectType,TransmissionOwner,Zone,MFO,MW_Energy,MW_Capacity,CapacityOrEnergy,Fuel,FuelPrimary,InServiceYear,TransmissionType
AF2-404,TC1,VA,EP,Generation Interconnection,Dominion,DOM,60.0,0.0,0.0,Energy,Storage,Storage,2031,
AE2-283,TC1,VA,EP,Generation Interconnection,Dominion,DOM,53.0,53.0,28.0,Capacity,Solar,Solar,2031,
AE2-185,TC1,VA,EP,Generation Interconnection,Dominion,DOM,60.0,60.0,36.0,Capacity,Solar,Solar,2031,
AH1-098,TC2,VA,Active,Generation Interconnection,AEP,AEP,40.0,40.0,24.0,CAPACITY_RESOURCE,"Solar,Storage,Hybrid",Solar,2028,
AH1-106,TC2,VA,Active,Generation Interconnection,Dominion,DOM,26.0,26.0,15.6,CAPACITY_RESOURCE,Solar,Solar,2027,
AH1-107,TC2,VA,Active,Generation Interconnection,Dominion,DOM,26.0,26.0,15.6,CAPACITY_RESOURCE,Solar,Solar,2027,
AG2-384,TC2,VA,Active,Generation Interconnection,Dominion,DOM,60.82,60.82,24.0,CAPACITY_RESOURCE,Storage,Storage,2031,
AG2-088,TC2,VA,Active,Generation Interconnection,Dominion,DOM,150.0,150.0,150.0,CAPACITY_RESOURCE,Storage,Storage,2029,
AF1-128,TC1,VA,UC,Generation Interconnection,Dominion,DOM,569.0,569.0,569.0,Capacity,Natural Gas,Natural Gas,2029,
AG2-151,TC2,VA,Active,Generation Interconnection,Dominion,DOM,100.0,100.0,60.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-583,TC2,VA,Active,Generation Interconnection,Dominion,DOM,115.0,115.0,69.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AH1-439,TC2,VA,Active,Generation Interconnection,Dominion,DOM,85.0,85.0,51.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AH1-072,TC2,VA,Active,Generation Interconnection,AEP,AEP,20.0,20.0,12.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AH1-073,TC2,VA,Active,Generation Interconnection,AEP,AEP,40.0,20.0,12.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AH1-220,TC2,VA,EP,Generation Interconnection,Dominion,DOM,100.0,0.0,60.0,CAPACITY_RESOURCE,Storage,Storage,2029,
AH1-345,TC2,VA,Active,Generation Interconnection,Dominion,DOM,14.0,14.0,8.4,CAPACITY_RESOURCE,Solar,Solar,2026,
AH1-684,TC2,VA,Active,Generation Interconnection,Dominion,DOM,190.0,0.0,23.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2028,
AH1-685,TC2,VA,Active,Generation Interconnection,Dominion,DOM,190.0,0.0,26.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2028,
AH1-693,TC2,VA,Active,Generation Interconnection,Dominion,DOM,190.0,0.0,20.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2029,
AH1-681,TC2,VA,Active,Generation Interconnection,Dominion,DOM,1000.0,0.0,27.3,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2026,
AH1-712,TC2,VA,Active,Generation Interconnection,Dominion,DOM,776.0,776.0,611.0,CAPACITY_RESOURCE,"Natural Gas,Other,Hybrid",Natural Gas,2031,
AH1-723,TC2,VA,Active,Generation Interconnection,Dominion,DOM,776.0,776.0,712.0,CAPACITY_RESOURCE,"Natural Gas,Other,Hybrid",Natural Gas,2031,
AG2-182,TC2,VA,Active,Generation Interconnection,Dominion,DOM,200.0,200.0,133.33,CAPACITY_RESOURCE,Solar,Solar,2030,
AG2-288,TC2,VA,Active,Generation Interconnection,APS,APS,150.0,150.0,150.0,CAPACITY_RESOURCE,Storage,Storage,2028,
AG2-300,TC2,VA,Active,Generation Interconnection,APS,APS,100.0,100.0,70.0,CAPACITY_RESOURCE,Storage,Storage,2030,
AH1-144,TC2,VA,Active,Generation Interconnection,AEP,AEP,70.0,70.0,29.4,CAPACITY_RESOURCE,Solar,Solar,2028,
AH1-145,TC2,VA,Active,Generation Interconnection,AEP,AEP,150.0,80.0,80.0,CAPACITY_RESOURCE,Storage,Storage,2028,
AH1-170,TC2,VA,Active,Generation Interconnection,Dominion,DOM,20.0,20.0,12.0,CAPACITY_RESOURCE,Solar,Solar,2027,
AH1-677,TC2,VA,Active,Generation Interconnection,Dominion,DOM,1756.0,0.0,67.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2025,
AF2-299,TC1,VA,EP,Generation Interconnection,Dominion,DOM,18.0,18.0,10.8,Capacity,Solar,Solar,2029,
AG2-369,TC2,VA,Active,Generation Interconnection,Dominion,DOM,86.0,86.0,51.6,CAPACITY_RESOURCE,Solar,Solar,2030,
AG2-262,TC2,VA,Active,Generation Interconnection,Dominion,DOM,47.0,11.0,6.6,CAPACITY_RESOURCE,Solar,Solar,2027,
AG2-270,TC2,VA,Active,Generation Interconnection,Dominion,DOM,150.0,150.0,105.0,CAPACITY_RESOURCE,Storage,Storage,2030,
AG1-105,TC1,VA,UC,Generation Interconnection,Dominion,DOM,90.0,90.0,54.0,Capacity,Solar,Solar,2030,
AG1-342,TC1,VA,EP,Generation Interconnection,Dominion,DOM,36.0,36.0,21.6,Capacity,Solar,Solar,2030,
AF2-042,TC1,VA,EP,Generation Interconnection,Dominion,DOM,500.0,500.0,300.0,Capacity,Solar,Solar,2032,
AH1-343,TC2,VA,Active,Generation Interconnection,Dominion,DOM,69.0,69.0,41.4,CAPACITY_RESOURCE,Solar,Solar,2028,
AH1-399,TC2,VA,Active,Generation Interconnection,Dominion,DOM,9.87,9.87,1.48,CAPACITY_RESOURCE,Solar,Solar,2026,
AH1-679,TC2,VA,Active,Generation Interconnection,Dominion,DOM,766.0,20.0,20.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2026,
AG2-240,TC2,VA,Active,Generation Interconnection,Dominion,DOM,25.0,0.0,0.0,CAPACITY_RESOURCE,Storage,Storage,2027,
AG2-193,TC2,VA,Active,Generation Interconnection,Dominion,DOM,20.0,20.0,12.0,CAPACITY_RESOURCE,Solar,Solar,2026,
AH1-216,TC2,VA,Active,Generation Interconnection,Dominion,DOM,99.0,99.0,79.2,CAPACITY_RESOURCE,"Solar,Storage,Hybrid",Solar,2028,
AH1-716,TC2,VA,Active,Generation Interconnection,Dominion,DOM,650.0,650.0,650.0,CAPACITY_RESOURCE,Storage,Storage,2029,
AH1-397,TC2,VA,Active,Generation Interconnection,Dominion,DOM,19.67,19.67,2.97,CAPACITY_RESOURCE,Solar,Solar,2026,
AG2-124,TC2,VA,Active,Generation Interconnection,Dominion,DOM,149.9,0.0,33.34,CAPACITY_RESOURCE,Solar,Solar,2026,
AH1-223,TC2,VA,Active,Generation Interconnection,Dominion,DOM,150.0,0.0,20.0,CAPACITY_RESOURCE,Storage,Storage,2026,
AH1-125,TC2,VA,UC,Generation Interconnection,Dominion,DOM,20.0,20.0,0.0,ENERGY_RESOURCE,Storage,Storage,2026,
AH1-727,TC2,VA,Active,Generation Interconnection,Dominion,DOM,425.0,425.0,425.0,CAPACITY_RESOURCE,Storage,Storage,2029,
AG2-213,TC2,VA,Active,Generation Interconnection,Dominion,DOM,80.0,80.0,48.0,CAPACITY_RESOURCE,Solar,Solar,2029,
AG2-171,TC2,VA,Active,Generation Interconnection,Dominion,DOM,60.0,60.0,36.0,CAPACITY_RESOURCE,Solar,Solar,2027,
AH1-396,TC2,VA,Active,Generation Interconnection,Dominion,DOM,11.89,11.89,1.8,CAPACITY_RESOURCE,Solar,Solar,2026,
AG2-659,TC2,VA,Active,Generation Interconnection,Dominion,DOM,80.0,80.0,48.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-341,TC2,VA,Active,Generation Interconnection,Dominion,DOM,50.0,50.0,20.0,CAPACITY_RESOURCE,Storage,Storage,2028,
AG2-518,TC2,VA,Active,Generation Interconnection,AEP,AEP,80.0,80.0,32.0,CAPACITY_RESOURCE,Storage,Storage,2027,
AG1-124,TC1,VA,EP,Generation Interconnection,AEP,AEP,90.0,90.0,53.01,Capacity,Solar,Solar,2030,
AH1-314,TC2,VA,Active,Generation Interconnection,AEP,AEP,100.0,100.0,100.0,CAPACITY_RESOURCE,Storage,Storage,2030,
AE2-291,TC1,VA,EP,Generation Interconnection,Dominion,DOM,102.0,102.0,61.2,Capacity,Solar,Solar,2030,
AG2-152,TC2,VA,Active,Generation Interconnection,AEP,AEP,131.0,131.0,79.0,CAPACITY_RESOURCE,Solar,Solar,2029,
AG2-272,TC2,VA,Active,Generation Interconnection,AEP,AEP,55.0,55.0,21.3,CAPACITY_RESOURCE,Storage,Storage,2028,
AH1-071,TC2,VA,Active,Generation Interconnection,Dominion,DOM,20.0,20.0,12.0,CAPACITY_RESOURCE,Solar,Solar,2026,
AG2-198,TC2,VA,Active,Generation Interconnection,Dominion,DOM,80.0,80.0,48.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-566,TC2,VA,Active,Generation Interconnection,Dominion,DOM,110.0,30.0,12.0,CAPACITY_RESOURCE,Storage,Storage,2028,
AG2-095,TC2,VA,Active,Generation Interconnection,Dominion,DOM,18.0,18.0,10.8,CAPACITY_RESOURCE,Solar,Solar,2025,
AH1-696,TC2,VA,Active,Generation Interconnection,Dominion,DOM,668.0,0.0,94.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2030,
AH1-127,TC2,VA,UC,Generation Interconnection,Dominion,DOM,20.0,20.0,0.0,ENERGY_RESOURCE,Storage,Storage,2026,
AH1-128,TC2,VA,UC,Generation Interconnection,Dominion,DOM,20.0,20.0,0.0,ENERGY_RESOURCE,Storage,Storage,2026,
AH1-124,TC2,VA,UC,Generation Interconnection,Dominion,DOM,20.0,20.0,0.0,ENERGY_RESOURCE,Storage,Storage,2026,
AH1-269,TC2,VA,Active,Generation Interconnection,AEP,AEP,50.0,50.0,50.0,CAPACITY_RESOURCE,Storage,Storage,2028,
AG1-536,TC1,VA,EP,Generation Interconnection,Dominion,DOM,137.0,75.0,32.0,Capacity,Storage,Storage,2031,
AF2-120,TC1,VA,UC-ISP,Generation Interconnection,Dominion,DOM,62.0,62.0,37.2,Capacity,Solar,Solar,2031,
AG1-135,TC1,VA,UC,Generation Interconnection,Dominion,DOM,60.0,60.0,36.0,Capacity,Solar,Solar,2031,
AG2-086,TC2,VA,Active,Generation Interconnection,Dominion,DOM,75.0,75.0,45.0,CAPACITY_RESOURCE,"Solar,Storage,Hybrid",Solar,2028,
AG2-360,TC2,VA,Active,Generation Interconnection,AEP,AEP,250.0,250.0,250.0,CAPACITY_RESOURCE,Storage,Storage,2029,
AH1-251,TC2,VA,Active,Generation Interconnection,Dominion,DOM,50.0,50.0,50.0,CAPACITY_RESOURCE,Storage,Storage,2028,
AH1-263,TC2,VA,Active,Generation Interconnection,Dominion,DOM,200.0,200.0,200.0,CAPACITY_RESOURCE,Storage,Storage,2028,
AG2-661,TC2,VA,Active,Generation Interconnection,Dominion,DOM,150.0,0.0,20.0,CAPACITY_RESOURCE,"Solar,Storage,Hybrid",Solar,2029,
AG2-339,TC2,VA,Active,Generation Interconnection,Dominion,DOM,479.0,85.0,85.0,CAPACITY_RESOURCE,Storage,Storage,2029,
AG2-436,TC2,VA,Active,Generation Interconnection,Dominion,DOM,350.0,350.0,140.0,CAPACITY_RESOURCE,Solar,Solar,2030,
AG2-426,TC2,VA,Active,Generation Interconnection,Dominion,DOM,33.5,33.5,33.5,CAPACITY_RESOURCE,"Solar,Storage,Hybrid",Solar,2028,
AH1-461,TC2,VA,Active,Generation Interconnection,AEP,AEP,80.0,80.0,80.0,CAPACITY_RESOURCE,Storage,Storage,2028,
AH1-133,TC2,VA,Active,Generation Interconnection,AEP,AEP,70.0,70.0,29.4,CAPACITY_RESOURCE,Solar,Solar,2028,
AH1-227,TC2,VA,Active,Generation Interconnection,AEP,AEP,51.3,51.3,30.78,CAPACITY_RESOURCE,Solar,Solar,2030,
AH1-348,TC2,VA,Active,Generation Interconnection,AEP,AEP,10.0,10.0,6.0,CAPACITY_RESOURCE,Solar,Solar,2026,
AE2-156,TC1,VA,EP,Generation Interconnection,Dominion,DOM,100.0,100.0,100.0,Capacity,Storage,Storage,2031,
AF1-123,TC1,VA,UC,Generation Interconnection,Dominion,DOM,833.0,833.0,253.2,Capacity,Offshore Wind,Offshore Wind,2032,
AF1-124,TC1,VA,UC-ISP,Generation Interconnection,Dominion,DOM,836.0,836.0,254.1,Capacity,Offshore Wind,Offshore Wind,2032,
AF1-125,TC1,VA,UC,Generation Interconnection,Dominion,DOM,820.0,820.0,249.3,Capacity,Offshore Wind,Offshore Wind,2032,
AH1-108,TC2,VA,Active,Generation Interconnection,Dominion,DOM,66.0,0.0,9.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2025,
AH1-138,TC2,VA,Active,Generation Interconnection,Dominion,DOM,20.0,20.0,8.4,CAPACITY_RESOURCE,Solar,Solar,2026,
AH1-254,TC2,WV,Active,Generation Interconnection,APS,APS,171.4,171.4,36.54,CAPACITY_RESOURCE,Wind,Wind,2028,
AG2-423,TC2,WV,Active,Generation Interconnection,APS,APS,80.0,80.0,48.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-582,TC2,WV,Active,Generation Interconnection,APS,APS,2100.0,2100.0,2075.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2031,
AG2-657,TC2,WV,Active,Generation Interconnection,AEP,AEP,90.0,90.0,37.8,CAPACITY_RESOURCE,Solar,Solar,2028,
AH1-713,TC2,WV,Active,Generation Interconnection,Dominion,DOM,538.0,0.0,14.0,CAPACITY_RESOURCE,Coal,Coal,2030,
AG2-062,TC2,WV,Active,Generation Interconnection,APS,APS,147.0,147.0,21.61,CAPACITY_RESOURCE,Wind,Wind,2027,
AH1-387,TC2,WV,Active,Generation Interconnection,APS,APS,150.0,150.0,22.05,CAPACITY_RESOURCE,Wind,Wind,2028,
AG2-448,TC2,WV,Active,Generation Interconnection,APS,APS,50.0,50.0,30.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-184,TC2,KY,Active,Generation Interconnection,AEP,AEP,210.0,210.0,126.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AF2-111,TC1,KY,EP,Generation Interconnection,EKPC,EKPC,250.0,250.0,150.0,Capacity,Solar,Solar,2030,
AH1-637,TC2,VA,Active,Generation Interconnection,Dominion,DOM,16.0,16.0,9.6,CAPACITY_RESOURCE,Solar,Solar,2027,
AH1-188,TC2,WV,Active,Generation Interconnection,AEP,AEP,140.0,140.0,84.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-440,TC2,VA,Active,Generation Interconnection,Dominion,DOM,75.0,75.0,45.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-441,TC2,VA,Active,Generation Interconnection,Dominion,DOM,188.0,113.0,67.8,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-442,TC2,VA,Active,Generation Interconnection,Dominion,DOM,140.0,140.0,84.0,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-077,TC2,VA,Active,Generation Interconnection,Dominion,DOM,700.0,200.0,120.0,CAPACITY_RESOURCE,Solar,Solar,2032,
AF2-222,TC1,VA,EP,Generation Interconnection,Dominion,DOM,167.0,167.0,100.0,Capacity,Solar,Solar,2031,
AG1-285,TC1,VA,EP,Generation Interconnection,Dominion,DOM,125.0,125.0,75.0,Capacity,Solar,Solar,2031,
AH1-666,TC2,KY,Active,Generation Interconnection,EKPC,EKPC,80.0,80.0,48.0,CAPACITY_RESOURCE,Solar,Solar,2027,
AF1-233,TC1,KY,EP,Generation Interconnection,EKPC,EKPC,188.5,188.5,113.1,Capacity,Solar,Solar,2029,
AH1-665,TC2,KY,Active,Generation Interconnection,EKPC,EKPC,180.0,80.0,53.5,CAPACITY_RESOURCE,Solar,Solar,2029,
AH1-664,TC2,KY,Active,Generation Interconnection,EKPC,EKPC,100.0,100.0,66.8,CAPACITY_RESOURCE,Solar,Solar,2029,
AH1-694,TC2,VA,Active,Generation Interconnection,Dominion,DOM,190.0,0.0,18.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2028,
AH1-691,TC2,VA,Active,Generation Interconnection,Dominion,DOM,209.0,0.0,26.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2029,
AH1-692,TC2,VA,Active,Generation Interconnection,Dominion,DOM,209.0,0.0,26.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2028,
AH1-682,TC2,VA,Active,Generation Interconnection,Dominion,DOM,190.0,0.0,21.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2027,
AH1-683,TC2,VA,Active,Generation Interconnection,Dominion,DOM,190.0,0.0,25.0,CAPACITY_RESOURCE,Natural Gas,Natural Gas,2027,
AG1-341,TC1,KY,EP,Generation Interconnection,EKPC,EKPC,106.0,106.0,63.6,Capacity,"Solar,Storage,Hybrid",Solar,2028,
AE2-308,TC1,KY,EP,Generation Interconnection,EKPC,EKPC,100.0,100.0,60.0,Capacity,Solar,Solar,2029,
AG2-073,TC2,KY,Active,Generation Interconnection,EKPC,EKPC,53.0,53.0,50.88,CAPACITY_RESOURCE,Solar,Solar,2029,
AH1-004,TC2,KY,Active,Generation Interconnection,EKPC,EKPC,40.0,40.0,24.0,CAPACITY_RESOURCE,Solar,Solar,2029,
AG1-354,TC1,KY,EP,Generation Interconnection,EKPC,EKPC,150.0,150.0,90.0,Capacity,Solar,Solar,2028,
AG1-320,TC1,KY,EP,Generation Interconnection,EKPC,EKPC,82.0,82.0,54.8,Capacity,Solar,Solar,2029,
AG2-081,TC2,KY,Active,Generation Interconnection,EKPC,EKPC,30.0,30.0,18.0,CAPACITY_RESOURCE,Solar,Solar,2029,
AG2-298,TC2,KY,Active,Generation Interconnection,EKPC,EKPC,35.0,35.0,23.33,CAPACITY_RESOURCE,Solar,Solar,2028,
AG2-424,TC2,KY,Active,Generation Interconnection,EKPC,EKPC,63.25,63.25,34.95,CAPACITY_RESOURCE,"Solar,Storage,Hybrid",Solar,2027,
